user_id,mig_any_b5_a5
user_ba3252e1-4dbc-4874-b1f2-a2e6910d5994,0.0
user_665fee4c-7bf5-4c5e-8887-38ed6ce9e133,0.0
user_f294b68b-2af6-4742-9710-671ca3847655,0.0
user_fdca7bbd-9485-4a1e-bae8-d7d69a869533,0.0
user_a8953fd7-ee23-4359-8770-411a733ecb0e,0.0
user_72533471-83e1-446a-b34e-f96f39460315,0.0
user_ffc9e4c7-f8be-4a96-8ec3-5f99560ed131,0.0
user_470f5186-f8dd-448a-b90e-c9a5816bc9a4,0.0
user_26a0583f-8d90-47b3-8e55-a724163abf54,0.0
user_a9bbb811-8ccc-4e98-8cee-9f48f79233d3,0.0
user_4ffb96e7-cf1b-43fe-b415-b234b6ec6b91,0.0
user_f570b161-b6de-4388-9424-53a92a03d600,0.0
user_a5d6fa99-2e41-4f11-a1b6-909663e1d631,0.0
user_364df80e-ccc4-42ca-84b7-85a322204248,0.0
user_99b3c6d0-efec-4c09-ae8b-3057aa71acf9,0.0
user_d7abff73-0938-4b28-97ba-ac1ba34955dc,0.0
user_d633a1a2-6b14-4dbd-99bc-d409991542ef,
user_dc680377-196e-4fa1-bc41-f01ac0243bdb,0.0
user_35d3ddde-9bae-4b25-bd2f-411659e7dcad,0.0
user_646173f1-a5e6-4605-9f0d-15e9583cba35,0.0
user_9ac5ff5a-ca9e-4d78-bc15-a0f3d9ccc624,0.0
user_e9d6cc61-373d-4d34-90fb-42069c0df813,0.0
user_698117c1-a108-4928-b390-b825931144cf,0.0
user_f6979ecc-04c9-4ec1-8bbd-d37bcaa84564,0.0
user_b5b199cb-9f90-41fc-a957-d0483c683bf0,0.0
user_cd1e2622-c223-4d18-9789-0ae643fda956,0.0
user_146b2013-1bd4-4a44-baca-6a5ff2289e05,0.0
user_08245be3-8712-457f-8918-062f130dc651,0.0
user_a48396ff-3d08-4ece-ae79-edf7eeea23ce,0.0
user_1e0d0bea-f3c2-4de1-bfde-018eeb5bf01b,0.0
user_ff3384a6-b3a0-44df-8247-0cf2b21d6515,
user_bdf64e51-80c6-4710-b281-15a8648df02f,0.0
user_689b41dc-79b9-4f6b-b25c-3259ef857620,0.0
user_f3f2de7f-4c8a-4973-8882-6998ea2a4a50,0.0
user_ff32d05a-b1cc-4fc3-9967-61ec57d5b9fc,0.0
user_31ae0a35-10e0-468e-a029-7185846a878c,0.0
user_7fd67e7e-e5a8-43db-b0b4-017fc9072263,0.0
user_79e4e8e0-95a0-4f27-9de9-43a0b5fb009c,0.0
user_8ddaa48b-8da6-4bc0-b008-53dae602a118,0.0
user_532533e1-e59a-46ef-a12f-6a1f3f714616,0.0
user_cfd8d1a2-e622-4339-a718-459e130d0d76,0.0
user_92394e71-d139-46c6-b22e-c81d77530808,0.0
user_a2ce47e2-35af-42f5-b43e-ee2d3854a322,0.0
user_db1d5e81-f007-4790-8e51-7e90795b1935,0.0
user_560b9d5a-31da-4b4a-ac29-70d68a3d0e3f,0.0
user_7095a1d9-830e-49f4-bd76-f3fb3517eee0,0.0
user_56fd015f-2e00-4846-9bdb-2eec4b9aaeb1,0.0
user_c67702ab-5574-4bae-b9bc-d3211fe995a1,0.0
user_15d1f70c-2760-404b-a48b-0e663fda010e,0.0
user_a055e9a6-0264-4115-951f-d212948becd5,0.0
user_6f1a32f2-2f37-4ab4-b7bc-0260679df60c,0.0
user_ab735b62-78ff-4447-9467-7fb7ce794683,0.0
user_e127d4ef-5e8f-45e0-8ca0-f26f197fc8eb,0.0
user_3ea318ec-e6e2-4325-b437-8fac41328409,0.0
user_0528a850-5f16-4653-9e54-c1f3f2029544,0.0
user_03a81c3d-3fc8-48c4-94d9-cf41df412df9,0.0
user_e92c756b-17ab-4ce9-ad6b-9effd833e495,0.0
user_2ab6591d-fd67-45eb-a6a6-7fa6b3595e5f,0.0
user_1f012f4c-ce20-4baf-b870-e9010a8cd396,0.0
user_9349cfcb-92be-401b-91f0-21b2d11c749b,0.0
user_8a5b54d1-2b0f-4c50-8a8d-820a09ac28c9,0.0
user_0fa3ac94-ca8b-48f0-a013-d85aeefe45fa,0.0
user_5f835fef-7796-47da-bd4e-ea46903bea77,0.0
user_727d26b6-b975-43e0-8230-46f0cabea36c,0.0
user_1b8cc121-bd46-44ae-99cc-deff0a804c20,0.0
user_c1e32d6f-d20c-4537-a4c1-5079dd6b06a5,0.0
user_a1105fa9-7e49-4feb-bc84-cb9dcc52c1ae,0.0
user_e98d57e5-e96c-4285-b4b8-e7bc17559a0e,0.0
user_062e8a45-33a3-4544-98a2-93f66c7a0bab,0.0
user_e5bd5284-899f-43ba-833b-ec19111f4588,0.0
user_a01f3a04-2fa0-45eb-ab01-a61fcf69fac1,0.0
user_5cd33875-dc44-4c3c-8183-5829569b30f6,0.0
user_1a995a01-a06c-456f-8656-13fe9a8cc5a5,0.0
user_5ffe115a-349a-4d0f-8df8-466780420883,0.0
user_3584f2fa-adb8-4856-b08e-1df46d6a21d8,0.0
user_fc16e032-72ff-4fb7-9cb5-553725c06344,0.0
user_f3d7973a-e401-4d32-8f79-29a9748a8211,0.0
user_6914696e-e6a3-49b0-a94a-0d0683521d6e,0.0
user_98f61516-d857-4f92-a26d-d2a1db20dbfe,0.0
user_a22fd82c-1515-4602-a65d-7e21762f8630,0.0
user_2258599e-ecce-42bc-b5af-c02c6fd0268c,0.0
user_39c995dc-8b46-4aa0-a59b-04152c1094de,0.0
user_73db2e05-22e5-4a1e-b3d3-ed5d43ec47e4,0.0
user_fdabbe6a-c678-4681-bc96-d67e3f1db5e7,0.0
user_9d9de660-b452-484b-8c6b-0e8b261305f0,0.0
user_4c393350-8969-4ceb-982a-86c8965f997a,0.0
user_c93266e6-bfc2-4450-8d28-85c33527cc63,0.0
user_4212cb3b-1e49-4d23-8181-5a29deb70f25,0.0
user_4357ed93-0f42-4d4b-bcdb-e72b8333339f,0.0
user_748b0d96-6197-4da9-a639-671cc2c67b2d,0.0
user_b97ef70d-e50e-4b07-b882-b3aa5f8fe7a7,0.0
user_5b666871-79a3-4304-b794-197a04c51227,0.0
user_32f6842f-32bf-4fc0-9940-6befd7b838dd,0.0
user_7d9b573c-cb70-4166-b173-f600a6f82509,0.0
user_574d5842-6138-429c-a6c8-e8f1a617f86c,0.0
user_1bc2984a-3e55-444d-a159-e18a2d715355,0.0
user_f8db12b4-2e0d-40bc-b132-f66792e558ba,0.0
user_1598c7e6-6ef6-4c6f-9cc9-06970707de19,0.0
user_0f332e2c-d7aa-446e-be96-8d2eb03eaf9f,0.0
user_d03fac06-b40b-49ce-87b1-a24ca18c74b2,0.0
user_f2918611-bddd-405e-af99-00ef5b9021fe,0.0
user_3d5df440-aee3-41f8-aa8c-02252595d587,0.0
user_e08db41b-64d3-4438-bde5-a37c95ede7f9,0.0
user_7d2129db-e0fe-4341-b622-5a2d6fdf6fa7,0.0
user_6be3e732-791f-4fee-9141-4ee3cdce5933,0.0
user_cea5c4cd-33af-445f-b106-69eb3eaf8f09,0.0
user_927e1993-acc2-4327-b398-e7fc81db0031,0.0
user_9c8c46b1-aa87-4f5d-8c60-3972dd9f16b8,0.0
user_0816766d-c460-4a3b-9ccf-bb7baa45ec2d,0.0
user_a0f45dfe-f032-43cd-a5d3-fd66a427a67c,0.0
user_921667e1-e47b-4452-8ebd-f232443392bb,0.0
user_f9099aef-5357-4f2c-9b8a-19a51758f7fc,0.0
user_cde89582-341c-4c21-9ac9-034b67fd6445,0.0
user_62a24265-be5a-4f8b-8a9b-33420d49be89,
user_5301976b-c9ce-409d-ac6e-ae76356d4fca,0.0
user_37cce80b-b9aa-4d00-a385-b2eb762e2d05,0.0
user_f8087f8c-598d-4b2e-b332-a09b084ec53e,0.0
user_1e201ee0-3302-4202-a978-0259a01518af,0.0
user_6b6cc839-a6af-482b-a641-bea55f106fca,0.0
user_69df6271-8fda-4937-8139-2eb00b1bc616,0.0
user_2b0ea723-c974-4b81-ab0e-534f961d221a,0.0
user_c9ef8b69-f5e7-427e-922e-c770078a463e,0.0
user_324dfebd-1a69-4a7f-9dab-8faa20fdbd0d,0.0
user_fb383a26-a94d-4399-ae0c-ebc5af4235b2,0.0
user_841205d5-49cb-4529-9eeb-c10c68369587,0.0
user_3c69250c-9c11-415c-a85e-928b419fa01a,0.0
user_3da89ed7-c1d2-4ec6-8992-b266ea2baad4,0.0
user_05332e85-ccf6-48e1-b2bd-486cfcb243d5,0.0
user_29c3c71b-eea5-46b4-b75f-bec5ea1fa145,0.0
user_1d3c7abd-5c11-4154-821c-d58bb41a5b14,0.0
user_bf1ef559-1b1c-455d-a39d-6e3e353faed0,0.0
user_2686e756-4232-4021-ba2f-ab81ef6981e2,0.0
user_9a924793-1080-443b-800f-49a157468df0,0.0
user_78f558cf-c969-441d-8dbc-17157d8283a9,0.0
user_a8b29dfe-e0f9-461c-81f3-7442b70134fa,0.0
user_9d090ea5-92e6-499d-8461-d32445d4e511,0.0
user_717f67b8-f2d2-4729-93d3-3812a7ecbaac,0.0
user_01a8adb8-ee72-4d93-8297-42ce2773e2a1,0.0
user_31e09b82-43fb-47c5-a3ad-200d31e495f6,0.0
user_9cd54d81-b454-4447-a6a8-b75eef94dc9b,0.0
user_db6b880c-6365-4e82-8d73-323956bd76da,0.0
user_c51168ba-d145-486c-9437-feb07be66a4e,0.0
user_081b2947-2e73-4122-babc-f89ecd2b8092,0.0
user_44571433-d904-47de-95d5-7ce4eda71e0a,0.0
user_8a8d166e-2fab-4d70-a491-574a41f7c35d,0.0
user_b3b2396e-1ef8-41db-9ccc-4bbdaa16de9d,0.0
user_6a2ff755-ec9c-4e7f-ac60-2580e5027dd6,0.0
user_1b80ef7f-edf5-412d-8804-9139f012f05b,0.0
user_cdca0164-fc35-445a-b285-184920694831,0.0
user_ef4cef06-faa2-4c54-961f-82ed668c6b2a,0.0
user_de5f3b11-48ce-4ad4-8684-856459b008b7,1.0
user_e007be42-6a79-49ed-8a64-f204d262f95f,1.0
user_b2776fff-cf14-4e80-a499-32e2c327f30f,1.0
user_611d3447-d6d3-4459-82a6-5313b24a3b2f,1.0
user_a423cf2d-9694-4643-8eba-9ceaaa1f2bec,1.0
user_338433c6-39ca-4fb5-8805-3db0fd2fe2e1,1.0
user_62d9e273-d23a-4a1a-9148-9aeb12f792b8,1.0
user_3a27ae87-3718-4e1f-a38a-edbf58facffd,1.0
user_0749c23d-dba6-48f0-9eec-6c948a3e64ee,1.0
user_97abede6-317a-4dfa-921c-c70757a13337,1.0
user_40a95766-734a-497e-89df-ce184049325e,1.0
user_098aa4a9-fcd9-4f60-909d-de81b3e9bbe0,1.0
user_465a8436-48b7-40f4-86cc-910b2accc3fc,1.0
user_1cc81ded-be17-4ae2-9429-d5ed7d67ff08,0.0
user_cb72fa98-8500-4358-9307-bdfd07b6bd24,1.0
user_9c75ed7a-b749-45e9-a248-03cf0f1b87a6,1.0
user_6ce3a128-0759-4c17-9e2c-3e0bd57be44c,1.0
user_54b043fe-c0a0-441f-ada1-58e5f82952ce,1.0
user_94a2d55e-96a7-41b3-ae15-5df7c40f71d2,1.0
user_9e2a7869-311f-4698-8a35-18131b17ce5f,1.0
user_3eab40d9-3f9d-4435-95d1-f2c714f28de9,1.0
user_e91becc4-bd80-4b17-a49f-c5fc4dd054ed,1.0
user_12cd39e5-e229-4f7e-a61a-313ba9fe3f48,0.0
user_b5930063-3ffd-48d2-9b69-4c20d6a8131c,1.0
user_80f91378-c6bb-4927-8358-d8763c60649f,1.0
user_59ee8bbe-dc7e-4884-8de8-17c97234f0b4,0.0
user_43f4cb98-6c1a-468d-a745-cf38ae3dcffc,1.0
user_e496fe0b-e922-4479-8d87-59446ade3a6d,0.0
user_d4a98137-323d-4861-9e58-b5751877ad27,1.0
user_a516de7a-d283-4344-a389-95051dd87b5c,1.0
user_5c587b8f-8fbf-4eb5-b6af-721fa4b51989,1.0
user_6a8b43f8-354d-46dc-8317-54ff41538eee,1.0
user_e574eeff-e1e5-4c53-8bb9-612118f7b775,1.0
user_4b89b793-f6ae-4eeb-86d1-73b38186c16b,1.0
user_d2630fe2-74ae-4eff-b46e-6938d3a0ae53,1.0
user_932796e3-40f4-4d37-9df6-2718624231f5,1.0
user_6bc412e8-9606-4b32-ac13-7710e9d85e73,0.0
user_eb97c009-ad2b-41c9-a8ae-aa003963424e,0.0
user_fdf86d41-40d7-40af-a775-948eeca7f7d6,1.0
user_c481327c-893c-46af-994d-4a8c3f77004b,1.0
user_37f4f8b6-8015-43d6-aff2-ab902a98e53b,1.0
user_61e9d111-9b0a-4fc0-bad6-62341cb9c1f6,1.0
user_18826fcc-5b0e-49a1-a41b-bdecb0a7f8a4,1.0
user_304a28d9-b95e-4e05-9ad0-819820892667,1.0
user_b2799638-38b9-413f-b31a-c0575b5b6dd7,1.0
user_478f757a-4bd7-4b9c-95ac-26a77c6812cb,1.0
user_5247f604-615f-476d-9dba-0b78ad55c312,1.0
user_9e4e2c16-69ee-4f48-a855-d3b3f010ccec,0.0
user_2ff31fcc-d646-47d0-8a4a-326efd46e5c8,1.0
user_17c2203b-4757-43f8-9f44-9b44f3e92979,1.0
user_c5bcae9c-17d9-4312-bd35-e9d00bc34f69,1.0
user_b323ffc3-da80-487d-88f5-c37a050fc15b,0.0
user_56f7b057-5485-45dd-ac34-14c9180260dc,1.0
user_6981e92a-6741-49b6-baf1-c671b3a242a8,1.0
user_7f3dddd0-006b-451f-b589-a64158729dc9,1.0
user_d8d3b585-51ba-411c-8d8e-d3f138bf1c91,1.0
user_61b19b5e-58e5-48d3-86e5-a521a2223b57,1.0
user_d7c76e2b-8d6a-4aa8-883a-fc3c426aad99,1.0
user_4eb7c99a-7419-4d90-86bd-d0838d06a1e8,1.0
user_50e2ad66-3343-4cf5-865c-b330d36f73a6,1.0
user_dfca32e2-ca7d-48c8-ab93-51a018dc1525,1.0
user_144bc31e-b3c5-4730-98f9-4efe742d3595,0.0
user_0b5a2165-5ba9-4cb6-abb7-7070194e52e7,1.0
user_ef691065-84b7-4032-a4af-cbb1c12ffb58,1.0
user_cea40354-7717-48ee-acbf-b76f524172f6,1.0
user_159701f5-c4db-4b98-93f3-3aa678cc330e,1.0
user_5e10867b-4034-4a6d-a8b0-3ef427449ed6,0.0
user_979a57e7-bd43-4f81-a1b0-9d6c02d70f9b,1.0
user_f2ceb312-9edd-45e3-b7e4-701bf9d59519,1.0
user_28cf0308-432e-4b99-86f3-b478b441910b,1.0
user_5ba6fb2b-d37c-4dfb-abe6-6a67f0a500c3,1.0
user_a82e68c7-ee6b-4718-be1d-47ac2dfcd390,1.0
user_3ea419d6-a0dd-4281-9268-d99d6efb63b7,1.0
user_1d4827d0-df2d-4860-b5cd-fba2a78d7287,0.0
user_26b21c34-46ce-4daf-ae1c-cc27695054bc,1.0
user_8fe23ccc-e89a-45bd-8eae-84c7589d9ebf,1.0
user_d2f65efe-7bb5-413e-be4d-334016cd1c1e,1.0
user_ee934f8f-79f2-4b05-91a8-adf119a3feff,1.0
user_60e80179-d259-4f2c-816a-db239f1414b4,0.0
user_b0c88a86-31e6-474d-8af2-676074d06311,1.0
user_48ea0fc9-da73-4b05-99e3-05059806486e,1.0
user_15f5b591-67e6-4f1d-b073-dce578061fb8,1.0
user_ab75db9c-513f-4054-bdbe-98856e61d07a,0.0
user_2c9532a4-a19d-43ff-ba24-a0e0eb603c65,1.0
user_35ea8bc9-779a-46ef-bdb8-71f6d176e690,1.0
user_e1af9ef8-5d5e-4dd4-92fc-ee5775a41caa,1.0
user_914ebfe9-27c6-4000-807b-bbfd7316ef67,1.0
user_f37883a1-b233-41dc-98ab-4768714a42fb,1.0
user_ed202e00-f3da-4a88-9d30-028b65652e34,1.0
user_644cecd4-acb5-4329-919d-5d027806fa6e,0.0
user_0a8b61a6-d08d-4007-b28b-fbe7931cd408,0.0
user_82b7519c-f003-4dcd-af4e-d875585f8981,1.0
user_069c41aa-1f1e-4743-b78a-de7fbd17d544,1.0
user_883286fb-16b8-4ef7-824d-c0456448c11e,1.0
user_79969240-33bf-4fb9-a651-e768a12fb51e,1.0
user_78c92737-5d12-442b-8cfd-73f33c3b3339,0.0
user_ef3c715e-ec6c-4a86-8854-2340b341c811,0.0
user_95d1b68a-6db0-4303-bf00-190107fbeb1f,0.0
user_d32349ff-117c-4df6-9f8d-67624b43cdd4,1.0
user_559c9fe9-cff6-4b53-9e82-94e0a4e68bf1,1.0
user_63ad167c-21f2-4ef6-9640-7a9ed6d696d8,1.0
user_ac49e0be-10ab-4fc7-aeb9-ed980ddc8790,1.0
user_b8a59d85-584c-4ebb-992d-5d452ad1ed20,1.0
user_c1c3ee78-4b1f-4b87-8bf7-3d59436d5888,1.0
user_605f09d6-0dba-4b1f-8843-584cb06a3644,1.0
user_8767f390-26d8-4fff-a8f3-619e1559f975,1.0
user_6997b83a-0f6f-458d-af74-9891ff10388b,1.0
user_bf25cb58-26ff-4be2-9ed2-7b7379ec7e43,0.0
user_10c593ba-4abd-4655-8b8a-4442391a0f3d,1.0
user_e9a3b301-eff5-4d5f-bcea-68526c0642b6,1.0
user_67b4bdb7-7e5e-41d8-8bf5-cdbfbcf0e547,1.0
user_19663106-c55e-495f-b45d-f42ccd9e31f9,1.0
user_dc8e56a1-a3fc-4c78-a524-97240914ba3f,1.0
user_cdc99176-f8fd-4593-b53d-7971f79d82ed,1.0
user_e0a67a2c-962d-4128-8668-5a1a9874ae9f,1.0
user_2fb78940-0204-4459-a535-ddf6d6d9d5fe,1.0
user_4f0543ae-7440-4487-9e9b-2cc49138106c,1.0
user_591cf7c2-a1dc-4a42-b32e-0976dc4f770a,1.0
user_5da459b9-d552-4810-b07b-17c48af88d28,0.0
user_67721166-6baa-44c1-94c7-6db659dbb52b,1.0
user_60d6988e-af0c-41ec-826b-8d0d116ce553,1.0
user_d049c045-177f-4f96-ba25-cf8d07441cbd,0.0
user_1c9598ea-e4ee-4faf-b36d-b8bc7a96d275,1.0
user_fa0b7ca7-76eb-4a2f-a365-792cf53b5ab2,1.0
user_412a9c50-d450-46d5-aaab-7c47f132a035,1.0
user_d20dd189-16f1-4caa-85ef-a967c1557ce6,1.0
user_dba3cce4-da87-412f-b00a-2614c1983a9e,1.0
user_2ef6452e-6004-4488-b95c-3dfaffb5e6af,1.0
user_adf622f8-10fa-4460-b030-ce180caf2643,1.0
user_3f467906-cc36-43be-a3c5-e19dd7231cb0,1.0
user_1cb215a8-f55c-4fe3-8f54-72b2136aa7d2,1.0
user_968abaa7-0faf-4eaf-8b1a-28ef65af5b6f,1.0
user_42032434-a742-4d33-a554-481f601de586,1.0
user_50e0b668-57e3-428a-8723-83ef6dcac349,1.0
user_66f2c936-a740-45a5-b51d-f720cb281d97,0.0
user_6920c084-44ae-473c-b60a-92363f4a0cda,1.0
user_fd1324db-ee83-4407-a707-6cf7b70966bc,1.0
user_bddec69f-2e26-4f02-bfa4-7124c7fbde4a,1.0
user_af62c548-c853-4bc1-ad93-d8830fb8c463,1.0
user_e036364a-1c48-4c6e-9099-b6551cf301ee,1.0
user_93ac4b71-a657-4938-badf-56e83a49e164,1.0
user_7ec2862f-2df7-4fbf-8cf9-dc4a680ddec1,1.0
user_c0e0f697-e8ab-4fd4-aac6-07914787c302,1.0
user_49dd7a03-a41d-47a0-88c6-942c78b61394,1.0
user_480cd7c7-7ee8-46e4-9282-e184705f41e3,1.0
user_5b430083-196e-4354-a371-26443607a0c4,1.0
user_5e3b24b1-e119-46f6-b4eb-e21be793209b,1.0
user_c57f4f46-4ac6-4b26-8d5f-0e99e0b84c6f,1.0
user_55829bc8-b819-46b4-9f50-70271bd58502,1.0
user_f060ed94-3dcc-4c71-a59e-07ec196ac439,0.0
user_1e43baf4-c218-46eb-9bed-c9c9e6dfad81,1.0
user_30037405-901d-4bdf-875e-0841f603a6f2,1.0
user_dfe97784-7758-400a-a30d-b203a6bf7c90,1.0
user_d41a7c1b-0515-4e35-b292-f763f239a023,1.0
user_d5b7ca6e-e9ff-4a9f-94e1-a45e6c8ef878,1.0
user_3c5f3aad-d8f3-4a39-90ea-82ff28216af3,1.0
user_3bd9982a-df5c-4d04-8469-04ba25d82193,1.0
user_7efd12a2-2610-47db-a9cf-4486c53e2984,1.0
user_a438aae8-a1f8-4357-ac5f-6c71832da2a4,0.0
user_7e9a1fdb-57ba-4a29-8b23-85cb1832e4de,1.0
user_6435b569-a1b3-4404-9be5-e03f69a89a42,1.0
user_12e9fb47-89fd-4df8-b476-f94d37c088e9,1.0
user_4c6a11b0-998a-4546-bad0-2f02c4cafcbf,1.0
user_6b87a275-2bf2-4d99-81c4-b2ce3e7cd64a,1.0
user_a2cc61b8-69cb-4e13-8159-b8968c305abb,0.0
user_5f384486-dd21-4e31-b579-a5bf7f411ab3,1.0
user_65279feb-d814-4a5f-bc7a-c97d0396ee61,1.0
user_2214bb2e-ad3b-4618-9d92-530cc92f373e,1.0
user_c3d0fc74-236a-4011-9ed9-57b4e617ce4b,1.0
user_af35c788-fe00-4177-a30b-71399bbdf350,1.0
user_404ce253-f8e1-4927-b6f7-3979b1046a67,1.0
user_d82101db-98d7-45b4-9455-ea895cb9f1d4,0.0
user_bdc58ca4-838e-418f-abf3-18e431576e30,1.0
user_dde3d7c9-4eb6-4086-96c8-fa0fafc33d57,1.0
user_f65cb6dc-5e2f-46b1-8bb7-c5ce1df4ed21,1.0
user_f59fd163-8b9e-48de-84bd-97b0b402ca71,1.0
user_fca3ff5c-e4c4-4752-86cd-c76367e32a51,1.0
user_deb996c6-65c2-4dc4-94b8-7ee98fdd7b02,1.0
user_b9f15e90-d025-496c-8b60-172918f85540,1.0
user_7c8ed610-e8ca-45ac-87fd-932fa56f90eb,1.0
user_c56a9354-2671-494f-810e-6072a6952a8b,1.0
user_7b8b97fe-226b-49dc-9329-a50e0da31195,0.0
user_1e157b44-0f4a-42e0-9480-740b76c982fd,1.0
